localminute,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,Power_consumption,Big Delta,rrh_0,rrh_1,rrh_2,rrh_3,rrh_4,rrh_5,rrh_6,rrh_7,rrh_8,rrh_9,rrh_10,rrh_11,rrh_12,rrh_13,rrh_14,rrh_15,rrh_16,rrh_17,rrh_18,rrh_19,rrh_20,rrh_21,rrh_22
2-Jan-13,0.2458,-3.568083333,0.7564,1.015816667,-1.112866667,0.245483333,0.412366667,-14.14438333,3.095066667,-2.900466667,-3.363366667,-2.97265,0.7464,-2.291666667,0.059516667,-1.265183333,-2.098116667,0.409933333,0.220883333,0.15215,-6.958783333,0.6991,-4.7092,8.058916667,5.480063333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-14,0.249216667,-2.472233333,0.7949,1.241666667,-1.441583333,0.293916667,0.685066667,-14.2833,3.081333333,-3.897733333,-1.796883333,-2.866916667,0.79165,-2.064683333,0.0647,-1.904283333,-3.18565,0.391433333,0.232933333,0.143983333,-5.563866667,0.3178,-7.15915,8.2886,5.636248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-15,0.283133333,-2.073166667,1.264983333,0.83,-1.009566667,0.23115,0.5057,-12.44993333,2.785633333,-3.125633333,-0.261333333,-2.516,0.72835,-1.078283333,0.064883333,-1.393683333,-1.677516667,0.351866667,0.227683333,0.168133333,-3.689933333,0.222966667,-6.536583333,7.664483333,5.211848667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-16,0.531216667,-0.72415,0.9286,0.996416667,-0.325133333,0.26515,0.386133333,-8.791133333,2.21025,-1.684216667,0.122783333,-1.221633333,0.7319,-0.294816667,0.068283333,-0.702983333,0.0005,0.366233333,0.220783333,0.107683333,-1.989766667,0.23905,-3.893233333,7.174983333,4.878988667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-17,0.604666667,-0.085466667,1.39365,3.461033333,0.34885,0.20295,0.444216667,-4.9324,1.233283333,0.34525,0.059716667,-0.303666667,0.763166667,0.35945,0.075516667,-0.123233333,0.39335,0.387083333,0.238533333,1.102466667,-0.429883333,0.30415,-1.268483333,11.71733333,7.967786667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-18,0.78995,0.424083333,1.178333333,3.23495,0.866616667,0.169733333,0.4192,0.568783333,1.385166667,3.38135,0.283766667,0.6258,0.729216667,1.321466667,0.073766667,0.2046,0.526316667,0.422266667,0.222633333,1.696233333,1.4431,0.250966667,0.156566667,20.37486667,13.85490933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-19,0.964816667,2.418116667,1.0695,1.77335,1.630666667,0.227883333,0.705716667,1.586366667,2.151083333,1.579166667,0.38495,1.79725,0.816516667,1.451183333,0.358116667,0.300983333,0.6246,0.559866667,0.22075,0.894583333,2.0877,1.08215,0.59145,25.27676667,17.18820133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-20,0.7709,0.343616667,1.360916667,1.18925,1.2607,0.368116667,0.42855,1.768816667,1.862583333,1.5057,0.510733333,1.746033333,0.725733333,1.398016667,0.190283333,0.25745,1.040783333,0.580183333,4.2093,0.8427,2.065216667,1.135866667,0.77515,26.3366,17.908888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-21,0.76515,0.297333333,2.00465,1.020583333,1.045016667,0.545833333,0.437133333,1.954983333,1.542683333,1.13195,0.486983333,0.785083333,0.711333333,1.365866667,0.156816667,0.232216667,0.655633333,0.561866667,0.31975,0.231216667,1.95285,0.733316667,0.840583333,19.77883333,13.44960667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Jan-22,0.894583333,0.240816667,1.443866667,0.697183333,0.477966667,0.253933333,0.434933333,2.679266667,1.550583333,0.8418,0.239866667,0.232583333,0.760633333,1.44345,0.115633333,0.201383333,0.469566667,0.3762,0.267283333,0.257116667,1.959,1.116383333,0.47715,17.43118333,11.85320467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
